,,,,,,,,
,,,,,,,,
,,,,,,,,
,numero,nome,voto,voto add,partido,uf,proposicao,data
,66,Romário,Sim,,PODEMOS,RJ,pec 10 de 2013 1t,26.abr.2017
,67,Romero Jucá,Sim,,PMDB,RR,pec 10 de 2013 1t,26.abr.2017
,68,Ronaldo Caiado,Sim,,DEM,GO,pec 10 de 2013 1t,26.abr.2017
,69,Rose de Freitas,Sim,,PMDB,ES,pec 10 de 2013 1t,26.abr.2017
,70,Sérgio Petecão,Sim,,PSD,AC,pec 10 de 2013 1t,26.abr.2017
,71,Simone Tebet,Sim,,PMDB,MS,pec 10 de 2013 1t,26.abr.2017
,72,Tasso Jereissati,Sim,,PSDB,CE,pec 10 de 2013 1t,26.abr.2017
,73,Telmário Mota,Sim,,PTB,RR,pec 10 de 2013 1t,26.abr.2017
,74,Valdir Raupp,Sim,,PMDB,RO,pec 10 de 2013 1t,26.abr.2017
,75,Vanessa Grazziotin,Sim,,PCDOB,AM,pec 10 de 2013 1t,26.abr.2017
,76,Vicentinho Alves,Sim,,PR,TO,pec 10 de 2013 1t,26.abr.2017
,77,Waldemir Moka,Sim,,PMDB,MS,pec 10 de 2013 1t,26.abr.2017
,78,Wellington Fagundes,Sim,,PR,MT,pec 10 de 2013 1t,26.abr.2017
,79,Wilder Morais,Sim,,PP,GO,pec 10 de 2013 1t,26.abr.2017
,80,Zeze Perrella,Sim,,PMDB,MG,pec 10 de 2013 1t,26.abr.2017
,0,Acir Gurgacz,Sim,,PDT,RO,pls 85 de 2017,26.abr.2017
,1,Aécio Neves,Sim,,PSDB,MG,pls 85 de 2017,26.abr.2017
,2,Airton Sandoval,Sim,,PMDB,SP,pls 85 de 2017,26.abr.2017
,3,Alvaro Dias,Não,,PODEMOS,PR,pls 85 de 2017,26.abr.2017
,4,Ana Amélia,Não,,PP,RS,pls 85 de 2017,26.abr.2017
,5,Ângela Portela,Não,,PDT,RR,pls 85 de 2017,26.abr.2017
,6,Antonio Anastasia,Sim,,PSDB,MG,pls 85 de 2017,26.abr.2017
,7,Antonio Carlos Valadares,Sim,,PSB,SE,pls 85 de 2017,26.abr.2017
,8,Armando Monteiro,Sim,,PTB,PE,pls 85 de 2017,26.abr.2017
,9,Ataídes Oliveira,Não,,PSDB,TO,pls 85 de 2017,26.abr.2017
,10,Benedito de Lira,Sim,,PP,AL,pls 85 de 2017,26.abr.2017
,11,Cássio Cunha Lima,Sim,,PSDB,PB,pls 85 de 2017,26.abr.2017
,12,Cidinho Santos,Sim,,PR,MT,pls 85 de 2017,26.abr.2017
,13,Ciro Nogueira,Sim,,PP,PI,pls 85 de 2017,26.abr.2017
,14,Cristovam Buarque,Não,,PPS,DF,pls 85 de 2017,26.abr.2017
,15,Dalirio Beber,Sim,,PSDB,SC,pls 85 de 2017,26.abr.2017
,16,Dário Berger,Sim,,PMDB,SC,pls 85 de 2017,26.abr.2017
,17,Davi Alcolumbre,NCom,,DEM,AP,pls 85 de 2017,26.abr.2017
,18,Edison Lobão,Sim,,PMDB,MA,pls 85 de 2017,26.abr.2017
,19,Eduardo Amorim,Não,,PSDB,SE,pls 85 de 2017,26.abr.2017
,20,Eduardo Braga,Sim,,PMDB,AM,pls 85 de 2017,26.abr.2017
,21,Eduardo Lopes,Sim,,PRB,RJ,pls 85 de 2017,26.abr.2017
,22,Elmano Férrer,Sim,,PMDB,PI,pls 85 de 2017,26.abr.2017
,23,Eunício Oliveira,Presidente (art,,PMDB,CE,pls 85 de 2017,26.abr.2017
,24,Fátima Bezerra,NCom,,PT ,RN,pls 85 de 2017,26.abr.2017
,25,Fernando Bezerra Coelho,Sim,,PSB,PE,pls 85 de 2017,26.abr.2017
,26,Fernando Collor,Sim,,PTC,AL,pls 85 de 2017,26.abr.2017
,27,Flexa Ribeiro,Sim,,PSDB,PA,pls 85 de 2017,26.abr.2017
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,pls 85 de 2017,26.abr.2017
,29,Gladson Cameli,Não,,PP,AC,pls 85 de 2017,26.abr.2017
,30,Gleisi Hoffmann,Sim,,PT,PR,pls 85 de 2017,26.abr.2017
,31,Hélio José,Sim,,PMDB,DF,pls 85 de 2017,26.abr.2017
,32,Humberto Costa,Sim,,PT,PE,pls 85 de 2017,26.abr.2017
,33,Ivo Cassol,Sim,,PP,RO,pls 85 de 2017,26.abr.2017
,34,Jader Barbalho,Sim,,PMDB,PA,pls 85 de 2017,26.abr.2017
,35,João Alberto Souza,Sim,,PMDB,MA,pls 85 de 2017,26.abr.2017
,36,João Capiberibe,Não,,PSB,AP,pls 85 de 2017,26.abr.2017
,37,Jorge Viana,Sim,,PT,AC,pls 85 de 2017,26.abr.2017
,38,José Agripino,Sim,,DEM,RN,pls 85 de 2017,26.abr.2017
,39,José Maranhão,Sim,,PMDB,PB,pls 85 de 2017,26.abr.2017
,40,José Medeiros,P,NRV,PSD ,MT,pls 85 de 2017,26.abr.2017
,41,José Pimentel,Sim,,PT,CE,pls 85 de 2017,26.abr.2017
,42,José Serra,Sim,,PSDB,SP,pls 85 de 2017,26.abr.2017
,43,Kátia Abreu,AP,,PMDB,TO,pls 85 de 2017,26.abr.2017
,44,Lasier Martins,Não,,PSD,RS,pls 85 de 2017,26.abr.2017
,45,Lídice da Mata,Sim,,PSB,BA,pls 85 de 2017,26.abr.2017
,46,Lindbergh Farias,Sim,,PT,RJ,pls 85 de 2017,26.abr.2017
,47,Lúcia Vânia,Sim,,PSB,GO,pls 85 de 2017,26.abr.2017
,48,Magno Malta,Não,,PR,ES,pls 85 de 2017,26.abr.2017
,49,Maria do Carmo Alves,Sim,,DEM,SE,pls 85 de 2017,26.abr.2017
,50,Marta Suplicy,Sim,,PMDB,SP,pls 85 de 2017,26.abr.2017
,51,Omar Aziz,Sim,,PSD,AM,pls 85 de 2017,26.abr.2017
,52,Otto Alencar,Sim,,PSD,BA,pls 85 de 2017,26.abr.2017
,53,Paulo Bauer,Sim,,PSDB,SC,pls 85 de 2017,26.abr.2017
,54,Paulo Paim,Não,,PT,RS,pls 85 de 2017,26.abr.2017
,55,Paulo Rocha,Sim,,PT,PA,pls 85 de 2017,26.abr.2017
,56,Pedro Chaves,Não,,PSC,MS,pls 85 de 2017,26.abr.2017
,57,Raimundo Lira,Sim,,PMDB,PB,pls 85 de 2017,26.abr.2017
,58,Randolfe Rodrigues,Não,,REDE,AP,pls 85 de 2017,26.abr.2017
,59,Regina Sousa,Sim,,PT,PI,pls 85 de 2017,26.abr.2017
,60,Reguffe,Não,,S/SIGLA,DF,pls 85 de 2017,26.abr.2017
,61,Renan Calheiros,Sim,,PMDB,AL,pls 85 de 2017,26.abr.2017
,62,Ricardo Ferraço,Não,,PSDB,ES,pls 85 de 2017,26.abr.2017
,63,Roberto Muniz,Sim,,PP,BA,pls 85 de 2017,26.abr.2017
,64,Roberto Requião,Sim,,PMDB,PR,pls 85 de 2017,26.abr.2017
,65,Roberto Rocha,Sim,,PSB,MA,pls 85 de 2017,26.abr.2017
,66,Romário,Não,,PODEMOS,RJ,pls 85 de 2017,26.abr.2017
,67,Romero Jucá,Sim,,PMDB,RR,pls 85 de 2017,26.abr.2017
,68,Ronaldo Caiado,Sim,,DEM,GO,pls 85 de 2017,26.abr.2017
,69,Rose de Freitas,Sim,,PMDB,ES,pls 85 de 2017,26.abr.2017
,70,Sérgio Petecão,P,NRV,PSD,AC,pls 85 de 2017,26.abr.2017
,71,Simone Tebet,Não,,PMDB,MS,pls 85 de 2017,26.abr.2017
,72,Tasso Jereissati,Sim,,PSDB,CE,pls 85 de 2017,26.abr.2017
,73,Telmário Mota,Não,,PTB,RR,pls 85 de 2017,26.abr.2017
,74,Valdir Raupp,Sim,,PMDB,RO,pls 85 de 2017,26.abr.2017
,75,Vanessa Grazziotin,Sim,,PCDOB,AM,pls 85 de 2017,26.abr.2017
,76,Vicentinho Alves,Sim,,PR,TO,pls 85 de 2017,26.abr.2017
,77,Waldemir Moka,Não,,PMDB,MS,pls 85 de 2017,26.abr.2017
,78,Wellington Fagundes,P,NRV,PR,MT,pls 85 de 2017,26.abr.2017
,79,Wilder Morais,P,NRV,PP,GO,pls 85 de 2017,26.abr.2017
,80,Zeze Perrella,Sim,,PMDB,MG,pls 85 de 2017,26.abr.2017
,0,Acir Gurgacz,LS,,PDT,RO,pec 50 de 2016 1t,14.fev.2017
,1,Aécio Neves,Sim,,PSDB,MG,pec 50 de 2016 1t,14.fev.2017
,2,Aloysio Nunes Ferreira,Sim,,PSDB,SP,pec 50 de 2016 1t,14.fev.2017
,3,Alvaro Dias,Abstenção,,PODEMOS,PR,pec 50 de 2016 1t,14.fev.2017
,4,Ana Amélia,Sim,,PP,RS,pec 50 de 2016 1t,14.fev.2017
,5,Ângela Portela,Sim,,PDT,RR,pec 50 de 2016 1t,14.fev.2017
,6,Antonio Anastasia,Não,,PSDB,MG,pec 50 de 2016 1t,14.fev.2017
,7,Antonio Carlos Valadares,Sim,,PSB,SE,pec 50 de 2016 1t,14.fev.2017
,8,Armando Monteiro,Sim,,PTB,PE,pec 50 de 2016 1t,14.fev.2017
,9,Ataídes Oliveira,Sim,,PSDB,TO,pec 50 de 2016 1t,14.fev.2017
,10,Benedito de Lira,Sim,,PP,AL,pec 50 de 2016 1t,14.fev.2017
,11,Cássio Cunha Lima,Sim,,PSDB,PB,pec 50 de 2016 1t,14.fev.2017
,12,Cidinho Santos,Sim,,PR,MT,pec 50 de 2016 1t,14.fev.2017
,13,Ciro Nogueira,MIS,,PP,PI,pec 50 de 2016 1t,14.fev.2017
,14,Cristovam Buarque,NCom,,PPS,DF,pec 50 de 2016 1t,14.fev.2017
,15,Dalirio Beber,Sim,,PSDB,SC,pec 50 de 2016 1t,14.fev.2017
,16,Dário Berger,Sim,,PMDB,SC,pec 50 de 2016 1t,14.fev.2017
,17,Davi Alcolumbre,P,NRV,DEM,AP,pec 50 de 2016 1t,14.fev.2017
,18,Edison Lobão,LS,,PMDB,MA,pec 50 de 2016 1t,14.fev.2017
,19,Eduardo Amorim,Sim,,PSDB,SE,pec 50 de 2016 1t,14.fev.2017
,20,Eduardo Braga,Sim,,PMDB,AM,pec 50 de 2016 1t,14.fev.2017
,21,Eduardo Lopes,Não,,PRB,RJ,pec 50 de 2016 1t,14.fev.2017
,22,Elmano Férrer,Sim,,PMDB,PI,pec 50 de 2016 1t,14.fev.2017
,23,Eunício Oliveira,Presidente (art,,PMDB,CE,pec 50 de 2016 1t,14.fev.2017
,24,Fátima Bezerra,AP,,PT ,RN,pec 50 de 2016 1t,14.fev.2017
,25,Fernando Bezerra Coelho,Sim,,PSB,PE,pec 50 de 2016 1t,14.fev.2017
,26,Fernando Collor,Sim,,PTC,AL,pec 50 de 2016 1t,14.fev.2017
,27,Flexa Ribeiro,Sim,,PSDB,PA,pec 50 de 2016 1t,14.fev.2017
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,pec 50 de 2016 1t,14.fev.2017
,29,Gladson Cameli,MIS,,PP,AC,pec 50 de 2016 1t,14.fev.2017
,30,Gleisi Hoffmann,Não,,PT,PR,pec 50 de 2016 1t,14.fev.2017
,31,Hélio José,Sim,,PMDB,DF,pec 50 de 2016 1t,14.fev.2017
,32,Humberto Costa,Sim,,PT,PE,pec 50 de 2016 1t,14.fev.2017
,33,Ivo Cassol,Sim,,PP,RO,pec 50 de 2016 1t,14.fev.2017
,34,Jader Barbalho,NCom,,PMDB,PA,pec 50 de 2016 1t,14.fev.2017
,35,João Alberto Souza,Sim,,PMDB,MA,pec 50 de 2016 1t,14.fev.2017
,36,João Capiberibe,Sim,,PSB,AP,pec 50 de 2016 1t,14.fev.2017
,37,Jorge Viana,Sim,,PT,AC,pec 50 de 2016 1t,14.fev.2017
,38,José Agripino,Sim,,DEM,RN,pec 50 de 2016 1t,14.fev.2017
,39,José Aníbal,Abstenção,,PSDB,SP,pec 50 de 2016 1t,14.fev.2017
,40,José Maranhão,LS,,PMDB,PB,pec 50 de 2016 1t,14.fev.2017
,41,José Medeiros,MIS,,PSD ,MT,pec 50 de 2016 1t,14.fev.2017
,42,José Pimentel,Sim,,PT,CE,pec 50 de 2016 1t,14.fev.2017
,43,Kátia Abreu,Sim,,PMDB,TO,pec 50 de 2016 1t,14.fev.2017
,44,Lasier Martins,Sim,,PSD,RS,pec 50 de 2016 1t,14.fev.2017
,45,Lídice da Mata,Sim,,PSB,BA,pec 50 de 2016 1t,14.fev.2017
,46,Lindbergh Farias,Não,,PT,RJ,pec 50 de 2016 1t,14.fev.2017
,47,Lúcia Vânia,Sim,,PSB,GO,pec 50 de 2016 1t,14.fev.2017
,48,Magno Malta,AP,,PR,ES,pec 50 de 2016 1t,14.fev.2017
,49,Maria do Carmo Alves,Sim,,DEM,SE,pec 50 de 2016 1t,14.fev.2017
,50,Marta Suplicy,Não,,PMDB,SP,pec 50 de 2016 1t,14.fev.2017
,51,Omar Aziz,Sim,,PSD,AM,pec 50 de 2016 1t,14.fev.2017
,52,Otto Alencar,Sim,,PSD,BA,pec 50 de 2016 1t,14.fev.2017
,53,Paulo Bauer,Sim,,PSDB,SC,pec 50 de 2016 1t,14.fev.2017
,54,Paulo Paim,Sim,,PT,RS,pec 50 de 2016 1t,14.fev.2017
,55,Paulo Rocha,Sim,,PT,PA,pec 50 de 2016 1t,14.fev.2017
,56,Pedro Chaves,Sim,,PSC,MS,pec 50 de 2016 1t,14.fev.2017
,57,Raimundo Lira,Sim,,PMDB,PB,pec 50 de 2016 1t,14.fev.2017
,58,Randolfe Rodrigues,Não,,REDE,AP,pec 50 de 2016 1t,14.fev.2017
,59,Regina Sousa,Abstenção,,PT,PI,pec 50 de 2016 1t,14.fev.2017
,60,Reguffe,Não,,S/SIGLA,DF,pec 50 de 2016 1t,14.fev.2017
,61,Renan Calheiros,Sim,,PMDB,AL,pec 50 de 2016 1t,14.fev.2017
,62,Ricardo Ferraço,P,NRV,PSDB,ES,pec 50 de 2016 1t,14.fev.2017
,63,Roberto Muniz,Sim,,PP,BA,pec 50 de 2016 1t,14.fev.2017
,64,Roberto Requião,P,NRV,PMDB,PR,pec 50 de 2016 1t,14.fev.2017
,65,Roberto Rocha,Sim,,PSB,MA,pec 50 de 2016 1t,14.fev.2017
,66,Romário,Não,,PODEMOS,RJ,pec 50 de 2016 1t,14.fev.2017
,67,Romero Jucá,Sim,,PMDB,RR,pec 50 de 2016 1t,14.fev.2017
,68,Ronaldo Caiado,LS,,DEM,GO,pec 50 de 2016 1t,14.fev.2017
,69,Rose de Freitas,Sim,,PMDB,ES,pec 50 de 2016 1t,14.fev.2017
,70,Sérgio Petecão,Sim,,PSD,AC,pec 50 de 2016 1t,14.fev.2017
,71,Simone Tebet,Sim,,PMDB,MS,pec 50 de 2016 1t,14.fev.2017
,72,Tasso Jereissati,Sim,,PSDB,CE,pec 50 de 2016 1t,14.fev.2017
,73,Thieres Pinto,Sim,,PTB,RR,pec 50 de 2016 1t,14.fev.2017
,74,Valdir Raupp,Sim,,PMDB,RO,pec 50 de 2016 1t,14.fev.2017
,75,Vanessa Grazziotin,Sim,,PCDOB,AM,pec 50 de 2016 1t,14.fev.2017
,76,Vicentinho Alves,Sim,,PR,TO,pec 50 de 2016 1t,14.fev.2017
,77,Waldemir Moka,Sim,,PMDB,MS,pec 50 de 2016 1t,14.fev.2017
,78,Wellington Fagundes,Sim,,PR,MT,pec 50 de 2016 1t,14.fev.2017
,79,Wilder Morais,Sim,,PP,GO,pec 50 de 2016 1t,14.fev.2017
,80,Zeze Perrella,Sim,,PMDB,MG,pec 50 de 2016 1t,14.fev.2017
,0,Acir Gurgacz,LS,,PDT,RO,pec 50 de 2016 2t,14.fev.2017
,1,Aécio Neves,P,NRV,PSDB,MG,pec 50 de 2016 2t,14.fev.2017
,2,Aloysio Nunes Ferreira,Sim,,PSDB,SP,pec 50 de 2016 2t,14.fev.2017
,3,Alvaro Dias,Abstenção,,PODEMOS,PR,pec 50 de 2016 2t,14.fev.2017
,4,Ana Amélia,Sim,,PP,RS,pec 50 de 2016 2t,14.fev.2017
,5,Ângela Portela,Sim,,PDT,RR,pec 50 de 2016 2t,14.fev.2017
,6,Antonio Anastasia,Não,,PSDB,MG,pec 50 de 2016 2t,14.fev.2017
,7,Antonio Carlos Valadares,Sim,,PSB,SE,pec 50 de 2016 2t,14.fev.2017
,8,Armando Monteiro,Sim,,PTB,PE,pec 50 de 2016 2t,14.fev.2017
,9,Ataídes Oliveira,P,NRV,PSDB,TO,pec 50 de 2016 2t,14.fev.2017
,10,Benedito de Lira,Sim,,PP,AL,pec 50 de 2016 2t,14.fev.2017
,11,Cássio Cunha Lima,Sim,,PSDB,PB,pec 50 de 2016 2t,14.fev.2017
,12,Cidinho Santos,Sim,,PR,MT,pec 50 de 2016 2t,14.fev.2017
,13,Ciro Nogueira,MIS,,PP,PI,pec 50 de 2016 2t,14.fev.2017
,14,Cristovam Buarque,NCom,,PPS,DF,pec 50 de 2016 2t,14.fev.2017
,15,Dalirio Beber,Sim,,PSDB,SC,pec 50 de 2016 2t,14.fev.2017
,16,Dário Berger,Sim,,PMDB,SC,pec 50 de 2016 2t,14.fev.2017
,17,Davi Alcolumbre,Sim,,DEM,AP,pec 50 de 2016 2t,14.fev.2017
,18,Edison Lobão,LS,,PMDB,MA,pec 50 de 2016 2t,14.fev.2017
,19,Eduardo Amorim,Sim,,PSDB,SE,pec 50 de 2016 2t,14.fev.2017
,20,Eduardo Braga,P,NRV,PMDB,AM,pec 50 de 2016 2t,14.fev.2017
,21,Eduardo Lopes,Não,,PRB,RJ,pec 50 de 2016 2t,14.fev.2017
,22,Elmano Férrer,Sim,,PMDB,PI,pec 50 de 2016 2t,14.fev.2017
,23,Eunício Oliveira,Presidente (art,,PMDB,CE,pec 50 de 2016 2t,14.fev.2017
,24,Fátima Bezerra,AP,,PT ,RN,pec 50 de 2016 2t,14.fev.2017
,25,Fernando Bezerra Coelho,Sim,,PSB,PE,pec 50 de 2016 2t,14.fev.2017
,26,Fernando Collor,Sim,,PTC,AL,pec 50 de 2016 2t,14.fev.2017
,27,Flexa Ribeiro,Sim,,PSDB,PA,pec 50 de 2016 2t,14.fev.2017
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,pec 50 de 2016 2t,14.fev.2017
,29,Gladson Cameli,MIS,,PP,AC,pec 50 de 2016 2t,14.fev.2017
,30,Gleisi Hoffmann,Não,,PT,PR,pec 50 de 2016 2t,14.fev.2017
,31,Hélio José,Sim,,PMDB,DF,pec 50 de 2016 2t,14.fev.2017
,32,Humberto Costa,Sim,,PT,PE,pec 50 de 2016 2t,14.fev.2017
,33,Ivo Cassol,Sim,,PP,RO,pec 50 de 2016 2t,14.fev.2017
,34,Jader Barbalho,NCom,,PMDB,PA,pec 50 de 2016 2t,14.fev.2017
,35,João Alberto Souza,Sim,,PMDB,MA,pec 50 de 2016 2t,14.fev.2017
,36,João Capiberibe,Sim,,PSB,AP,pec 50 de 2016 2t,14.fev.2017
,37,Jorge Viana,Sim,,PT,AC,pec 50 de 2016 2t,14.fev.2017
,38,José Agripino,Sim,,DEM,RN,pec 50 de 2016 2t,14.fev.2017
,39,José Aníbal,P,NRV,PSDB,SP,pec 50 de 2016 2t,14.fev.2017
,40,José Maranhão,LS,,PMDB,PB,pec 50 de 2016 2t,14.fev.2017
,41,José Medeiros,MIS,,PSD ,MT,pec 50 de 2016 2t,14.fev.2017
,42,José Pimentel,Sim,,PT,CE,pec 50 de 2016 2t,14.fev.2017
,43,Kátia Abreu,Sim,,PMDB,TO,pec 50 de 2016 2t,14.fev.2017
,44,Lasier Martins,Sim,,PSD,RS,pec 50 de 2016 2t,14.fev.2017
,45,Lídice da Mata,Sim,,PSB,BA,pec 50 de 2016 2t,14.fev.2017
,46,Lindbergh Farias,Não,,PT,RJ,pec 50 de 2016 2t,14.fev.2017
,47,Lúcia Vânia,Sim,,PSB,GO,pec 50 de 2016 2t,14.fev.2017
,48,Magno Malta,AP,,PR,ES,pec 50 de 2016 2t,14.fev.2017
,49,Maria do Carmo Alves,Sim,,DEM,SE,pec 50 de 2016 2t,14.fev.2017
,50,Marta Suplicy,Não,,PMDB,SP,pec 50 de 2016 2t,14.fev.2017
,51,Omar Aziz,Sim,,PSD,AM,pec 50 de 2016 2t,14.fev.2017
,52,Otto Alencar,Sim,,PSD,BA,pec 50 de 2016 2t,14.fev.2017
,53,Paulo Bauer,Sim,,PSDB,SC,pec 50 de 2016 2t,14.fev.2017
,54,Paulo Paim,Sim,,PT,RS,pec 50 de 2016 2t,14.fev.2017
,55,Paulo Rocha,Sim,,PT,PA,pec 50 de 2016 2t,14.fev.2017
,56,Pedro Chaves,Sim,,PSC,MS,pec 50 de 2016 2t,14.fev.2017
,57,Raimundo Lira,Sim,,PMDB,PB,pec 50 de 2016 2t,14.fev.2017
,58,Randolfe Rodrigues,Não,,REDE,AP,pec 50 de 2016 2t,14.fev.2017
,59,Regina Sousa,Abstenção,,PT,PI,pec 50 de 2016 2t,14.fev.2017
,60,Reguffe,Não,,S/SIGLA,DF,pec 50 de 2016 2t,14.fev.2017
,61,Renan Calheiros,Sim,,PMDB,AL,pec 50 de 2016 2t,14.fev.2017
,62,Ricardo Ferraço,Sim,,PSDB,ES,pec 50 de 2016 2t,14.fev.2017
,63,Roberto Muniz,Sim,,PP,BA,pec 50 de 2016 2t,14.fev.2017
,64,Roberto Requião,Não,,PMDB,PR,pec 50 de 2016 2t,14.fev.2017
,65,Roberto Rocha,Sim,,PSB,MA,pec 50 de 2016 2t,14.fev.2017
,66,Romário,Não,,PODEMOS,RJ,pec 50 de 2016 2t,14.fev.2017
,67,Romero Jucá,Sim,,PMDB,RR,pec 50 de 2016 2t,14.fev.2017
,68,Ronaldo Caiado,LS,,DEM,GO,pec 50 de 2016 2t,14.fev.2017
,69,Rose de Freitas,Sim,,PMDB,ES,pec 50 de 2016 2t,14.fev.2017
,70,Sérgio Petecão,Sim,,PSD,AC,pec 50 de 2016 2t,14.fev.2017
,71,Simone Tebet,Sim,,PMDB,MS,pec 50 de 2016 2t,14.fev.2017
,72,Tasso Jereissati,Sim,,PSDB,CE,pec 50 de 2016 2t,14.fev.2017
,73,Thieres Pinto,Sim,,PTB,RR,pec 50 de 2016 2t,14.fev.2017
,74,Valdir Raupp,P,NRV,PMDB,RO,pec 50 de 2016 2t,14.fev.2017
,75,Vanessa Grazziotin,Sim,,PCDOB,AM,pec 50 de 2016 2t,14.fev.2017
,76,Vicentinho Alves,Sim,,PR,TO,pec 50 de 2016 2t,14.fev.2017
,77,Waldemir Moka,Sim,,PMDB,MS,pec 50 de 2016 2t,14.fev.2017
,78,Wellington Fagundes,Sim,,PR,MT,pec 50 de 2016 2t,14.fev.2017
,79,Wilder Morais,Sim,,PP,GO,pec 50 de 2016 2t,14.fev.2017
,80,Zeze Perrella,P,NRV,PMDB,MG,pec 50 de 2016 2t,14.fev.2017
,0,Acir Gurgacz,LS,,PDT,RO,mpv 746 de 2016 plen,8.fev.2017
,1,Aécio Neves,Sim,,PSDB,MG,mpv 746 de 2016 plen,8.fev.2017
,2,Aloysio Nunes Ferreira,Sim,,PSDB,SP,mpv 746 de 2016 plen,8.fev.2017
,3,Alvaro Dias,P,NRV,PODEMOS,PR,mpv 746 de 2016 plen,8.fev.2017
,4,Ana Amélia,Sim,,PP,RS,mpv 746 de 2016 plen,8.fev.2017
,5,Ângela Portela,Não,,PDT,RR,mpv 746 de 2016 plen,8.fev.2017
,6,Antonio Anastasia,Sim,,PSDB,MG,mpv 746 de 2016 plen,8.fev.2017
,7,Antonio Carlos Valadares,P,NRV,PSB,SE,mpv 746 de 2016 plen,8.fev.2017
,8,Armando Monteiro,Sim,,PTB,PE,mpv 746 de 2016 plen,8.fev.2017
,9,Ataídes Oliveira,Sim,,PSDB,TO,mpv 746 de 2016 plen,8.fev.2017
,10,Benedito de Lira,Sim,,PP,AL,mpv 746 de 2016 plen,8.fev.2017
,11,Cássio Cunha Lima,Sim,,PSDB,PB,mpv 746 de 2016 plen,8.fev.2017
,12,Cidinho Santos,Sim,,PR,MT,mpv 746 de 2016 plen,8.fev.2017
,13,Ciro Nogueira,P,NRV,PP,PI,mpv 746 de 2016 plen,8.fev.2017
,14,Cristovam Buarque,Sim,,PPS,DF,mpv 746 de 2016 plen,8.fev.2017
,15,Dalirio Beber,Sim,,PSDB,SC,mpv 746 de 2016 plen,8.fev.2017
,16,Dário Berger,LS,,PMDB,SC,mpv 746 de 2016 plen,8.fev.2017
,17,Davi Alcolumbre,Sim,,DEM,AP,mpv 746 de 2016 plen,8.fev.2017
,18,Edison Lobão,Sim,,PMDB,MA,mpv 746 de 2016 plen,8.fev.2017
,19,Eduardo Amorim,Sim,,PSDB,SE,mpv 746 de 2016 plen,8.fev.2017
,20,Eduardo Braga,Sim,,PMDB,AM,mpv 746 de 2016 plen,8.fev.2017
,21,Eduardo Lopes,Sim,,PRB,RJ,mpv 746 de 2016 plen,8.fev.2017
,22,Elmano Férrer,Sim,,PMDB,PI,mpv 746 de 2016 plen,8.fev.2017
,23,Eunício Oliveira,P,NRV,PMDB,CE,mpv 746 de 2016 plen,8.fev.2017
,24,Fátima Bezerra,Não,,PT ,RN,mpv 746 de 2016 plen,8.fev.2017
,25,Fernando Bezerra Coelho,P,NRV,PSB,PE,mpv 746 de 2016 plen,8.fev.2017
,26,Fernando Collor,Sim,,PTC,AL,mpv 746 de 2016 plen,8.fev.2017
,27,Flexa Ribeiro,Sim,,PSDB,PA,mpv 746 de 2016 plen,8.fev.2017
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,mpv 746 de 2016 plen,8.fev.2017
,29,Gladson Cameli,NCom,,PP,AC,mpv 746 de 2016 plen,8.fev.2017
,30,Gleisi Hoffmann,Não,,PT,PR,mpv 746 de 2016 plen,8.fev.2017
,31,Hélio José,Sim,,PMDB,DF,mpv 746 de 2016 plen,8.fev.2017
,32,Humberto Costa,Não,,PT,PE,mpv 746 de 2016 plen,8.fev.2017
,33,Ivo Cassol,P,NRV,PP,RO,mpv 746 de 2016 plen,8.fev.2017
,34,Jader Barbalho,Sim,,PMDB,PA,mpv 746 de 2016 plen,8.fev.2017
,35,João Alberto Souza,P,NRV,PMDB,MA,mpv 746 de 2016 plen,8.fev.2017
,36,João Capiberibe,Não,,PSB,AP,mpv 746 de 2016 plen,8.fev.2017
,37,Jorge Viana,P,NRV,PT,AC,mpv 746 de 2016 plen,8.fev.2017
,38,José Agripino,Sim,,DEM,RN,mpv 746 de 2016 plen,8.fev.2017
,39,José Aníbal,Sim,,PSDB,SP,mpv 746 de 2016 plen,8.fev.2017
,40,José Maranhão,Sim,,PMDB,PB,mpv 746 de 2016 plen,8.fev.2017
,41,José Medeiros,Sim,,PSD ,MT,mpv 746 de 2016 plen,8.fev.2017
,42,José Pimentel,Não,,PT,CE,mpv 746 de 2016 plen,8.fev.2017
,43,Kátia Abreu,AP,,PMDB,TO,mpv 746 de 2016 plen,8.fev.2017
,44,Lasier Martins,Sim,,PSD,RS,mpv 746 de 2016 plen,8.fev.2017
,45,Lídice da Mata,Não,,PSB,BA,mpv 746 de 2016 plen,8.fev.2017
,46,Lindbergh Farias,Não,,PT,RJ,mpv 746 de 2016 plen,8.fev.2017
,47,Lúcia Vânia,NCom,,PSB,GO,mpv 746 de 2016 plen,8.fev.2017
,48,Magno Malta,Sim,,PR,ES,mpv 746 de 2016 plen,8.fev.2017
,49,Maria do Carmo Alves,NCom,,DEM,SE,mpv 746 de 2016 plen,8.fev.2017
,50,Marta Suplicy,Sim,,PMDB,SP,mpv 746 de 2016 plen,8.fev.2017
,51,Omar Aziz,Sim,,PSD,AM,mpv 746 de 2016 plen,8.fev.2017
